word sentid sentpos wlen surp entropy entred
the 41 1 3 2.7386603355407715 10.276503562927246 0.8291683197021484
door 41 2 4 13.037100791931152 11.768932342529297 0
at 41 3 2 7.744925498962402 8.419397354125977 3.3495349884033203
this 41 4 4 7.280800819396973 8.899755477905273 0
moment 41 5 6 13.97603988647461 12.077716827392578 0
, 41 6 1 2.558718681335449 8.176604270935059 3.9011125564575195
the 41 7 3 3.6505446434020996 9.443492889404297 0
first 41 8 5 5.955671310424805 11.86229133605957 0
<unk> 41 9 5 5.755129814147949 11.477496147155762 0.3847951889038086
burst 41 10 5 16.329456329345703 8.415385246276855 3.0621109008789062
. 41 11 1 3.9391024112701416 8.192902565002441 0.22248268127441406
' 42 0 1 10.929889678955078 11.105671882629395 0
The 42 1 3 8.565146446228027 10.808889389038086 0.2967824935913086
<unk> 42 2 5 4.014471530914307 11.62672233581543 0
of 42 3 2 3.1908271312713623 9.380108833312988 2.2466135025024414
Bradford 42 4 8 12.690262794494629 9.138924598693848 0.24118423461914062
are 42 5 3 7.4851202964782715 8.660049438476562 0.47887516021728516
ended 42 6 5 12.781102180480957 10.124247550964355 0
! 42 7 1 11.888763427734375 7.134335041046143 2.989912509918213
' 42 8 1 4.651703357696533 0.9597451686859131 6.1745898723602295
he 43 0 2 9.534421920776367 11.105671882629395 0
cried 43 1 5 15.99492073059082 8.07731819152832 3.028353691101074
. 43 2 1 5.804631233215332 9.418989181518555 0
' 44 0 1 10.929889678955078 11.105671882629395 0
I 44 1 1 9.685189247131348 10.808889389038086 0.2967824935913086
have 44 2 4 9.517500877380371 10.069297790527344 0.7395915985107422
slain 44 3 5 19.57432746887207 9.409079551696777 0.6602182388305664
the 44 4 3 3.5083975791931152 8.75228500366211 0.656794548034668
<unk> 44 5 5 5.020297050476074 11.684834480285645 0
the 44 6 3 8.647180557250977 8.568857192993164 3.1159772872924805
people 44 7 6 10.803962707519531 11.35791015625 0
of 44 8 2 2.9704904556274414 8.444673538208008 2.913236618041992
Bradford 44 9 8 12.714067459106445 9.081221580505371 0
<unk> 44 10 5 5.597500324249268 8.502298355102539 0.578923225402832
! 44 11 1 10.815079689025879 7.757401466369629 0.7448968887329102
' 44 12 1 6.086607933044434 0.41209208965301514 7.345309376716614
All 45 0 3 9.918370246887207 11.105671882629395 0
eyes 45 1 4 14.60997486114502 9.734021186828613 1.3716506958007812
turned 45 2 6 12.864596366882324 8.893518447875977 0.8405027389526367
to 45 3 2 4.726413726806641 9.605098724365234 0
the 45 4 3 2.507476568222046 9.510846138000488 0.0942525863647461
man 45 5 3 11.236554145812988 11.8042573928833 0
who 45 6 3 9.242401123046875 8.412670135498047 3.391587257385254
now 45 7 3 11.26858139038086 7.502237796783447 0.9104323387145996
stood 45 8 5 12.972315788269043 9.688577651977539 0
in 45 9 2 5.232260227203369 9.92505931854248 0
the 45 10 3 2.2170634269714355 9.416675567626953 0.5083837509155273
doorway 45 11 7 14.942983627319336 11.669538497924805 0
. 45 12 1 3.44185733795166 8.96477222442627 2.704766273498535
' 46 0 1 10.929889678955078 11.105671882629395 0
The 46 1 3 8.565146446228027 10.808889389038086 0.2967824935913086
reward 46 2 6 18.759397506713867 11.62672233581543 0
is 46 3 2 6.019991397857666 10.311158180236816 1.3155641555786133
already 46 4 7 10.113354682922363 9.967707633972168 0.34345054626464844
given 46 5 5 12.821661949157715 9.248668670654297 0.7190389633178711
, 46 6 1 4.268521785736084 9.326973915100098 0
' 46 7 1 9.070606231689453 9.250309944152832 0.07666397094726562
said 46 8 4 11.021200180053711 10.079052925109863 0
the 46 9 3 4.368083953857422 9.797534942626953 0.28151798248291016
Lord 46 10 4 12.641229629516602 11.709928512573242 0
of 46 11 2 3.372032403945923 10.156660079956055 1.5532684326171875
the 46 12 3 2.050065040588379 9.224319458007812 0.9323406219482422
Manor 46 13 5 16.07030487060547 11.647820472717285 0
. 46 14 1 3.9629976749420166 8.470211029052734 3.177609443664551
' 47 0 1 10.929889678955078 11.105671882629395 0
The 47 1 3 8.565146446228027 10.808889389038086 0.2967824935913086
man 47 2 3 11.537303924560547 11.62672233581543 0
here 47 3 4 13.87870979309082 10.451128005981445 1.1755943298339844
has 47 4 3 8.558154106140137 8.651512145996094 1.7996158599853516
brought 47 5 7 9.493613243103027 9.352758407592773 0
to 47 6 2 4.346688270568848 9.250309944152832 0.1024484634399414
me 47 7 2 9.74735164642334 9.70054817199707 0
the 47 8 3 3.3511738777160645 9.45780086517334 0.24274730682373047
<unk> 47 9 5 4.956184387207031 11.74958610534668 0
's 47 10 2 5.602436065673828 8.55311393737793 3.19647216796875
head 47 11 4 9.42689037322998 11.950544357299805 0
. 47 12 1 3.373046875 8.156537055969238 3.7940073013305664
' 47 13 1 10.284026145935059 0.11679574847221375 8.039741307497025
' 48 0 1 10.929889678955078 11.105671882629395 0
Then 48 1 4 16.294675827026367 10.808889389038086 0.2967824935913086
where 48 2 5 10.65356159210205 9.867332458496094 0.9415569305419922
is 48 3 2 8.279936790466309 9.968404769897461 0
its 48 4 3 9.163945198059082 9.80298900604248 0.16541576385498047
tongue 48 5 6 14.250886917114258 12.09231185913086 0
? 48 6 1 12.400160789489746 9.319805145263672 2.7725067138671875
' 48 7 1 3.5827794075012207 1.5337597131729126 7.786045432090759
the 49 0 3 5.856983184814453 11.105671882629395 0
first 49 1 5 5.819483757019043 11.721426963806152 0
<unk> 49 2 5 5.505136966705322 11.869255065917969 0
replied 49 3 7 15.64249038696289 8.895545959472656 2.9737091064453125
. 49 4 1 5.001799583435059 9.922544479370117 0
And 50 0 3 10.726737976074219 11.105671882629395 0
, 50 1 1 4.051534175872803 10.186975479125977 0.918696403503418
so 50 2 2 9.163507461547852 9.47934627532959 0.7076292037963867
saying 50 3 6 13.26924991607666 9.754852294921875 0
, 50 4 1 3.1476495265960693 8.97993278503418 0.7749195098876953
he 50 5 2 6.1547722816467285 9.389595031738281 0
drew 50 6 4 10.445558547973633 8.100702285766602 1.2888927459716797
out 50 7 3 8.611035346984863 9.727033615112305 0
the 50 8 3 4.065593242645264 9.394822120666504 0.3322114944458008
<unk> 50 9 5 5.02462911605835 11.706487655639648 0
's 50 10 2 5.554471492767334 8.548833847045898 3.15765380859375
tongue 50 11 6 13.775626182556152 11.988448143005371 0
he 50 12 2 8.182503700256348 9.350773811340332 2.637674331665039
had 50 13 3 4.155919075012207 7.966229438781738 1.3845443725585938
put 50 14 3 9.331578254699707 9.186333656311035 0
in 50 15 2 5.303876876831055 9.838351249694824 0
his 50 16 3 5.004652500152588 8.975298881530762 0.8630523681640625
hunting 50 17 7 14.812811851501465 11.937732696533203 0
<unk> 50 18 5 6.32370662689209 7.480288982391357 4.457443714141846
and 50 19 3 4.337469100952148 7.187934875488281 0.29235410690307617
related 50 20 7 13.04781723022461 10.784259796142578 0
how 50 21 3 11.322593688964844 9.426420211791992 1.357839584350586
he 50 22 2 7.820205211639404 8.96377944946289 0.46264076232910156
had 50 23 3 4.314786911010742 8.404399871826172 0.5593795776367188
ambushed 50 24 8 14.58149242401123 9.202330589294434 0
the 50 25 3 3.3764164447784424 8.938600540161133 0.2637300491333008
creature 50 26 8 13.371416091918945 11.785720825195312 0
in 50 27 2 4.777174949645996 7.809661388397217 3.9760594367980957
the 50 28 3 1.8878211975097656 8.759456634521484 0
wood 50 29 4 13.64892578125 11.694782257080078 0
and 50 30 3 5.008065700531006 6.055212497711182 5.6395697593688965
cut 50 31 3 12.890965461730957 11.167160034179688 0
out 50 32 3 8.510843276977539 9.90773868560791 1.2594213485717773
its 50 33 3 11.990224838256836 7.0247883796691895 2.8829503059387207
tongue 50 34 6 14.271788597106934 12.138923645019531 0
as 50 35 2 6.6103739738464355 8.04203987121582 4.096883773803711
proof 50 36 5 13.187389373779297 8.581052780151367 0
of 50 37 2 3.891784429550171 6.725746154785156 1.855306625366211
his 50 38 3 5.170407772064209 8.781532287597656 0
victory 50 39 7 10.924032211303711 11.941866874694824 0
. 50 40 1 1.8599629402160645 7.192498207092285 4.749368667602539
Listening 51 0 9 18.654865264892578 11.105671882629395 0
to 51 1 2 5.2838568687438965 8.870594024658203 2.2350778579711914
the 51 2 3 2.513441801071167 9.50963020324707 0
tale 51 3 4 12.647013664245605 11.786917686462402 0
, 51 4 1 3.243093967437744 8.450451850891113 3.336465835571289
the 51 5 3 3.6608707904815674 9.56380844116211 0
Lord 51 6 4 12.700067520141602 11.696915626525879 0
of 51 7 2 3.20180606842041 9.876468658447266 1.8204469680786133
the 51 8 3 2.0357861518859863 9.208571434020996 0.6678972244262695
Manor 51 9 5 16.045408248901367 11.658342361450195 0
tried 51 10 5 14.262604713439941 8.778825759887695 2.8795166015625
to 51 11 2 3.6702797412872314 9.739194869995117 0
<unk> 51 12 5 5.361003875732422 9.755494117736816 0
which 51 13 5 9.261405944824219 9.115508079528809 0.6399860382080078
<unk> 51 14 5 5.984066009521484 9.767148971557617 0
was 51 15 3 6.538244247436523 8.999640464782715 0.7675085067749023
telling 51 16 7 15.035381317138672 10.229028701782227 0
him 51 17 3 8.286805152893066 8.660665512084961 1.5683631896972656
the 51 18 3 6.00014591217041 6.532995700836182 2.1276698112487793
truth 51 19 5 12.02387523651123 11.973016738891602 0
and 51 20 3 4.8400750160217285 8.612519264221191 3.36049747467041
what 51 21 4 10.719417572021484 11.286808967590332 0
the 51 22 3 4.571681022644043 9.99254035949707 1.2942686080932617
two 51 23 3 8.014510154724121 11.725439071655273 0
<unk> 51 24 5 5.4374189376831055 11.868148803710938 0
were 51 25 4 7.988383769989014 7.2988409996032715 4.569307804107666
thinking 51 26 8 13.600539207458496 10.300246238708496 0
as 51 27 2 4.823786735534668 5.4393134117126465 4.86093282699585
they 51 28 4 6.728124141693115 8.466499328613281 0
waited 51 29 6 15.310677528381348 9.937699317932129 0
for 51 30 3 6.258725166320801 9.230338096618652 0.7073612213134766
him 51 31 3 9.218255996704102 8.638917922973633 0.5914201736450195
to 51 32 2 4.4577436447143555 7.106446266174316 1.5324716567993164
make 51 33 4 7.297342777252197 9.422991752624512 0
a 51 34 1 4.715119361877441 9.340142250061035 0.08284950256347656
decision 51 35 8 11.117063522338867 11.662849426269531 0
. 51 36 1 2.4013991355895996 7.681163311004639 3.9816861152648926
Almost 52 0 6 13.454177856445312 11.105671882629395 0
instantly 52 1 9 17.191375732421875 9.88098430633545 1.2246875762939453
, 52 2 1 3.9561917781829834 9.412578582763672 0.46840572357177734
the 52 3 3 3.3966879844665527 9.510488510131836 0
Lord 52 4 4 12.531946182250977 11.744131088256836 0
saw 52 5 3 12.58427906036377 10.483659744262695 1.2604713439941406
that 52 6 4 5.970309734344482 9.785867691040039 0.6977920532226562
the 52 7 3 2.7612547874450684 9.059937477111816 0.7259302139282227
second 52 8 6 7.519985198974609 11.671076774597168 0
<unk> 52 9 5 5.687581539154053 12.005815505981445 0
had 52 10 3 7.57047700881958 8.849432945251465 3.1563825607299805
fed 52 11 3 12.944836616516113 9.358085632324219 0
him 52 12 3 8.140228271484375 9.242632865905762 0.11545276641845703
a 52 13 1 5.288732528686523 8.546895980834961 0.6957368850708008
pack 52 14 4 16.249927520751953 11.621874809265137 0
of 52 15 2 3.3247413635253906 9.807296752929688 1.8145780563354492
lies 52 16 4 17.317890167236328 9.26237964630127 0.544917106628418
and 52 17 3 5.331557273864746 9.810690879821777 0
it 52 18 2 7.16964864730835 10.832356452941895 0
was 52 19 3 2.668088912963867 8.035727500915527 2.796628952026367
the 52 20 3 3.856477737426758 9.987829208374023 0
first 52 21 5 4.089422225952148 11.546440124511719 0
<unk> 52 22 5 5.867512226104736 11.256114959716797 0.2903251647949219
who 52 23 3 9.282958984375 7.8759026527404785 3.3802123069763184
was 52 24 3 2.7165703773498535 8.051461219787598 0
the 52 25 3 3.9466800689697266 10.016682624816895 0
true 52 26 4 11.73858642578125 11.608980178833008 0
<unk> 52 27 5 6.309449672698975 9.317870140075684 2.291110038757324
of 52 28 2 3.1462314128875732 7.532960414886475 1.784909725189209
Bradford 52 29 8 12.815195083618164 8.781158447265625 0
. 52 30 1 2.9663662910461426 7.950874328613281 0.8302841186523438
The 53 0 3 5.230095386505127 11.105671882629395 0
Lord 53 1 4 11.215859413146973 11.676591873168945 0
believed 53 2 8 13.256426811218262 10.459516525268555 1.2170753479003906
the 53 3 3 4.3062567710876465 9.944436073303223 0.515080451965332
second 53 4 6 7.860226154327393 11.54597282409668 0
<unk> 53 5 5 5.504961967468262 11.58795166015625 0
had 53 6 3 7.791724681854248 8.603429794311523 2.9845218658447266
tried 53 7 5 10.558595657348633 9.412076950073242 0
to 53 8 2 1.5845365524291992 5.2477126121521 4.164364337921143
steal 53 9 5 13.599864959716797 9.645575523376465 0
the 53 10 3 3.210041046142578 9.272092819213867 0.37348270416259766
first 53 11 5 5.924594402313232 11.750897407531738 0
<unk> 53 12 5 5.641274929046631 11.785106658935547 0
's 53 13 2 5.7328691482543945 8.194479942321777 3.5906267166137695
prize 53 14 5 13.835796356201172 11.982412338256836 0
and 53 15 3 4.655547142028809 8.340559005737305 3.6418533325195312
so 53 16 2 10.483527183532715 11.117083549499512 0
proclaimed 53 17 10 16.544687271118164 9.948293685913086 1.1687898635864258
the 53 18 3 5.413354396820068 9.33456039428711 0.6137332916259766
first 53 19 5 6.184150695800781 11.648466110229492 0
<unk> 53 20 5 5.4950127601623535 11.553955078125 0.09451103210449219
the 53 21 3 9.506627082824707 7.879611015319824 3.674344062805176
true 53 22 4 12.434224128723145 11.45308780670166 0
victor 53 23 6 16.96685791015625 9.72994327545166 1.72314453125
. 53 24 1 3.002406120300293 7.662173271179199 2.067770004272461
The 54 0 3 5.230095386505127 11.105671882629395 0
Lord 54 1 4 11.215859413146973 11.676591873168945 0
wondered 54 2 8 18.704557418823242 10.459516525268555 1.2170753479003906
for 54 3 3 6.268169403076172 9.960084915161133 0.4994316101074219
a 54 4 1 4.232832908630371 9.15538501739502 0.8046998977661133
moment 54 5 6 10.82033920288086 11.74522590637207 0
why 54 6 3 14.244612693786621 9.536515235900879 2.2087106704711914
he 54 7 2 8.144255638122559 9.638615608215332 0
always 54 8 6 11.027390480041504 8.202977180480957 1.435638427734375
encountered 54 9 11 13.185429573059082 9.543498992919922 0
so 54 10 2 10.681377410888672 9.787915229797363 0
much 54 11 4 10.725229263305664 9.648646354675293 0.1392688751220703
<unk> 54 12 5 5.8881659507751465 8.472784042358398 1.1758623123168945
in 54 13 2 4.593708038330078 8.069751739501953 0.4030323028564453
his 54 14 3 5.187760829925537 8.921191215515137 0
everyday 54 15 8 16.157629013061523 11.96076488494873 0
interactions 54 16 12 15.970909118652344 6.673874855041504 5.286890029907227
. 54 17 1 2.432194471359253 6.9229559898376465 0
The 55 0 3 5.230095386505127 11.105671882629395 0
<unk> 55 1 5 4.016648292541504 11.676591873168945 0
who 55 2 3 9.52047348022461 9.458765983581543 2.2178258895874023
had 55 3 3 4.306404113769531 8.061738967895508 1.3970270156860352
earned 55 4 6 10.466706275939941 9.323026657104492 0
his 55 5 3 6.144805431365967 8.841650009155273 0.48137664794921875
prize 55 6 5 14.23305606842041 12.05269718170166 0
fair 55 7 4 18.527891159057617 8.672515869140625 3.380181312561035
and 55 8 3 4.585029125213623 8.571147918701172 0.10136795043945312
square 55 9 6 14.831999778747559 10.866254806518555 0
received 55 10 8 11.741518020629883 9.95982551574707 0.9064292907714844
as 55 11 2 7.0948486328125 9.689586639404297 0.27023887634277344
his 55 12 3 6.220098495483398 8.129914283752441 1.5596723556518555
reward 55 13 6 14.606109619140625 12.206398963928223 0
a 55 14 1 6.785276889801025 9.881706237792969 2.324692726135254
piece 55 15 5 10.523622512817383 11.522446632385254 0
of 55 16 2 3.3445322513580322 9.11427116394043 2.408175468444824
land 55 17 4 11.088323593139648 9.303210258483887 0
just 55 18 4 11.346631050109863 9.83724308013916 0
outside 55 19 7 12.227384567260742 9.494839668273926 0.3424034118652344
the 55 20 3 4.004093647003174 10.353316307067871 0
town 55 21 4 9.197234153747559 11.688427925109863 0
, 55 22 1 3.6071717739105225 7.172085762023926 4.5163421630859375
known 55 23 5 10.267348289489746 9.05550765991211 0
thereafter 55 24 10 20.223840713500977 4.426293849945068 4.629213809967041
as 55 25 2 6.312704563140869 7.63569974899292 0
Hunt 55 26 4 16.734182357788086 8.117716789245605 0
Yard 55 27 4 17.42463493347168 7.092086315155029 1.0256304740905762
. 55 28 1 2.3074755668640137 7.014781475067139 0.07730484008789062
His 56 0 3 10.073735237121582 11.105671882629395 0
fame 56 1 4 12.634516716003418 12.209766387939453 0
was 56 2 3 6.1616621017456055 10.29936695098877 1.9103994369506836
indeed 56 3 6 12.901820182800293 10.132996559143066 0.16637039184570312
assured 56 4 7 15.059298515319824 8.424271583557129 1.7087249755859375
, 56 5 1 4.191281318664551 8.915351867675781 0
but 56 6 3 5.671950817108154 9.314091682434082 0
it 56 7 2 6.748185634613037 9.649903297424316 0
was 56 8 3 2.7875022888183594 8.657124519348145 0.9927787780761719
not 56 9 3 6.088650703430176 10.003637313842773 0
nearly 56 10 6 11.27901554107666 9.788565635681152 0.2150716781616211
as 56 11 2 6.2681684494018555 9.276510238647461 0.5120553970336914
lasting 56 12 7 16.1799259185791 8.53358268737793 0.7429275512695312
as 56 13 2 6.0349249839782715 7.692110538482666 0.8414721488952637
that 56 14 4 8.745137214660645 8.209514617919922 0
of 56 15 2 5.469215393066406 8.940956115722656 0
the 56 16 3 2.0692801475524902 9.184267044067383 0
<unk> 56 17 5 5.147238254547119 11.670888900756836 0
Bradford 56 18 8 17.275896072387695 8.55185604095459 3.119032859802246
<unk> 56 19 5 6.080851078033447 7.920687675476074 0.6311683654785156
. 56 20 1 2.8822546005249023 7.596097469329834 0.32459020614624023
=========================================================================================
| End of testing | test loss  5.51 | test ppl   248.02
=========================================================================================
